,game_num,turn_num,player_turn,board_state,optimal_move,result
1212,30,18,1,"[[2, 1, 0, 1, 0, 2, 2], [2, 1, 0, 2, 0, 1, 1], [1, 2, 0, 1, 0, 2, 2], [2, 1, 0, 2, 0, 1, 1], [1, 1, 2, 1, 2, 2, 2], [2, 1, 2, 1, 2, 1, 1]]",4,-1
1213,30,18,2,"[[2, 1, 0, 1, 0, 2, 2], [2, 1, 0, 2, 0, 1, 1], [1, 2, 0, 1, 0, 2, 2], [2, 1, 0, 2, 1, 1, 1], [1, 1, 2, 1, 2, 2, 2], [2, 1, 2, 1, 2, 1, 1]]",2,-1
1214,30,19,1,"[[2, 1, 0, 1, 0, 2, 2], [2, 1, 0, 2, 0, 1, 1], [1, 2, 0, 1, 0, 2, 2], [2, 1, 2, 2, 1, 1, 1], [1, 1, 2, 1, 2, 2, 2], [2, 1, 2, 1, 2, 1, 1]]",4,-1
1215,30,19,2,"[[2, 1, 0, 1, 0, 2, 2], [2, 1, 0, 2, 0, 1, 1], [1, 2, 0, 1, 1, 2, 2], [2, 1, 2, 2, 1, 1, 1], [1, 1, 2, 1, 2, 2, 2], [2, 1, 2, 1, 2, 1, 1]]",4,-1
1216,30,20,1,"[[2, 1, 0, 1, 0, 2, 2], [2, 1, 0, 2, 2, 1, 1], [1, 2, 0, 1, 1, 2, 2], [2, 1, 2, 2, 1, 1, 1], [1, 1, 2, 1, 2, 2, 2], [2, 1, 2, 1, 2, 1, 1]]",4,-1
1217,30,20,2,"[[2, 1, 0, 1, 1, 2, 2], [2, 1, 0, 2, 2, 1, 1], [1, 2, 0, 1, 1, 2, 2], [2, 1, 2, 2, 1, 1, 1], [1, 1, 2, 1, 2, 2, 2], [2, 1, 2, 1, 2, 1, 1]]",2,-1
1218,31,1,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",4,1
1219,31,1,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0]]",4,1
1220,31,2,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0], [0, 0, 0, 0, 1, 0, 0]]",1,1
1221,31,2,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0], [0, 1, 0, 0, 1, 0, 0]]",0,1
1222,31,3,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0], [2, 1, 0, 0, 1, 0, 0]]",6,1
1223,31,3,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0], [2, 1, 0, 0, 1, 0, 1]]",2,1
1224,31,4,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0], [2, 1, 2, 0, 1, 0, 1]]",4,1
1225,31,4,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 2, 0, 0], [2, 1, 2, 0, 1, 0, 1]]",6,1
1226,31,5,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 0, 1, 0, 1]]",6,1
1227,31,5,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 0, 1, 0, 1]]",6,1
1228,31,6,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 0, 1, 0, 1]]",6,1
1229,31,6,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 0, 1, 0, 1]]",4,1
1230,31,7,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 0, 1, 0, 1]]",4,1
1231,31,7,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 0, 1, 0, 1]]",6,1
1232,31,8,1,"[[0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 0, 1, 0, 1]]",3,1
1233,31,8,2,"[[0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",4,1
1234,31,9,1,"[[0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",0,1
1235,31,9,2,"[[0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",0,1
1236,31,10,1,"[[0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",0,1
1237,31,10,2,"[[0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",0,1
1238,31,11,1,"[[0, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",0,1
1239,31,11,2,"[[1, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",2,1
1240,31,12,1,"[[1, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",2,1
1241,31,12,2,"[[1, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",2,1
1242,31,13,1,"[[1, 0, 0, 0, 2, 0, 2], [2, 0, 0, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",2,1
1243,31,13,2,"[[1, 0, 0, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",2,1
1244,31,14,1,"[[1, 0, 2, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",1,1
1245,31,14,2,"[[1, 0, 2, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",1,1
1246,31,15,1,"[[1, 0, 2, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",1,1
1247,31,15,2,"[[1, 0, 2, 0, 2, 0, 2], [2, 0, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",1,1
1248,31,16,1,"[[1, 0, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",1,1
1249,31,16,2,"[[1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",3,1
1250,31,17,1,"[[1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 2, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",3,1
1251,31,17,2,"[[1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 1, 1, 0, 1], [1, 1, 2, 2, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",3,1
1252,31,18,1,"[[1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 0, 1, 0, 1], [1, 1, 2, 2, 2, 0, 2], [2, 2, 1, 1, 1, 0, 1], [1, 1, 2, 2, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",3,1
1253,31,18,2,"[[1, 1, 2, 0, 2, 0, 2], [2, 2, 1, 1, 1, 0, 1], [1, 1, 2, 2, 2, 0, 2], [2, 2, 1, 1, 1, 0, 1], [1, 1, 2, 2, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",3,1
1254,31,19,1,"[[1, 1, 2, 2, 2, 0, 2], [2, 2, 1, 1, 1, 0, 1], [1, 1, 2, 2, 2, 0, 2], [2, 2, 1, 1, 1, 0, 1], [1, 1, 2, 2, 2, 0, 2], [2, 1, 2, 1, 1, 0, 1]]",5,1
1255,32,1,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",1,1
1256,32,1,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0]]",3,1
1257,32,2,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 2, 0, 0, 0]]",3,1
1258,32,2,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 2, 0, 0, 0]]",5,1
1259,32,3,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 2, 0, 2, 0]]",5,1
1260,32,3,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0], [0, 1, 0, 2, 0, 2, 0]]",0,1
1261,32,4,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",3,1
1262,32,4,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",3,1
1263,32,5,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",3,1
1264,32,5,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",3,1
1265,32,6,1,"[[0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",1,1
1266,32,6,2,"[[0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",5,1
1267,32,7,1,"[[0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",5,1
1268,32,7,2,"[[0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 1, 0], [0, 0, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",5,1
1269,32,8,1,"[[0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0], [0, 0, 0, 2, 0, 1, 0], [0, 0, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",5,1
1270,32,8,2,"[[0, 0, 0, 2, 0, 1, 0], [0, 0, 0, 1, 0, 2, 0], [0, 0, 0, 2, 0, 1, 0], [0, 0, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",1,1
1271,32,9,1,"[[0, 0, 0, 2, 0, 1, 0], [0, 0, 0, 1, 0, 2, 0], [0, 0, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",1,1
1272,32,9,2,"[[0, 0, 0, 2, 0, 1, 0], [0, 0, 0, 1, 0, 2, 0], [0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",1,1
1273,32,10,1,"[[0, 0, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",1,1
1274,32,10,2,"[[0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 0, 2, 0, 2, 0]]",2,1
1275,32,11,1,"[[0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 1, 0, 1, 0], [2, 1, 2, 2, 0, 2, 0]]",0,1
1276,32,11,2,"[[0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [1, 1, 0, 1, 0, 1, 0], [2, 1, 2, 2, 0, 2, 0]]",0,1
1277,32,12,1,"[[0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [0, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 1, 0, 1, 0], [2, 1, 2, 2, 0, 2, 0]]",0,1
1278,32,12,2,"[[0, 1, 0, 2, 0, 1, 0], [0, 2, 0, 1, 0, 2, 0], [1, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 1, 0, 1, 0], [2, 1, 2, 2, 0, 2, 0]]",0,1
1279,32,13,1,"[[0, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 1, 0, 1, 0], [2, 1, 2, 2, 0, 2, 0]]",6,1
1280,32,13,2,"[[0, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 1, 0, 1, 0], [2, 1, 2, 2, 0, 2, 1]]",0,1
1281,32,14,1,"[[2, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 1, 0, 1, 0], [2, 1, 2, 2, 0, 2, 1]]",4,1
1282,32,14,2,"[[2, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 1, 0, 1, 0], [2, 1, 2, 2, 1, 2, 1]]",6,1
1283,32,15,1,"[[2, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 1, 0, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",6,1
1284,32,15,2,"[[2, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 1, 0, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",6,1
1285,32,16,1,"[[2, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 0], [1, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 1, 0, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",6,1
1286,32,16,2,"[[2, 1, 0, 2, 0, 1, 0], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 1, 0, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",6,1
1287,32,17,1,"[[2, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 1, 0, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",4,1
1288,32,17,2,"[[2, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 1, 1, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",4,1
1289,32,18,1,"[[2, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 2, 2, 1], [1, 1, 0, 1, 1, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",4,1
1290,32,18,2,"[[2, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 0, 2, 1], [1, 1, 0, 2, 1, 1, 2], [2, 2, 0, 1, 2, 2, 1], [1, 1, 0, 1, 1, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",4,1
1291,32,19,1,"[[2, 1, 0, 2, 0, 1, 2], [2, 2, 0, 1, 2, 2, 1], [1, 1, 0, 2, 1, 1, 2], [2, 2, 0, 1, 2, 2, 1], [1, 1, 0, 1, 1, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",4,1
1292,32,19,2,"[[2, 1, 0, 2, 1, 1, 2], [2, 2, 0, 1, 2, 2, 1], [1, 1, 0, 2, 1, 1, 2], [2, 2, 0, 1, 2, 2, 1], [1, 1, 0, 1, 1, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",2,1
1293,32,20,1,"[[2, 1, 0, 2, 1, 1, 2], [2, 2, 0, 1, 2, 2, 1], [1, 1, 0, 2, 1, 1, 2], [2, 2, 0, 1, 2, 2, 1], [1, 1, 2, 1, 1, 1, 2], [2, 1, 2, 2, 1, 2, 1]]",2,1
1294,33,1,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",6,-1
1295,33,1,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1]]",1,-1
1296,33,2,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 1]]",2,-1
1297,33,2,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 2, 1, 0, 0, 0, 1]]",6,-1
1298,33,3,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 2], [0, 2, 1, 0, 0, 0, 1]]",4,-1
1299,33,3,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",4,-1
1300,33,4,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",6,-1
1301,33,4,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",6,-1
1302,33,5,1,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",6,-1
1303,33,5,2,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",6,-1
1304,33,6,1,"[[0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",4,-1
1305,33,6,2,"[[0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",4,-1
1306,33,7,1,"[[0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",4,-1
1307,33,7,2,"[[0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",4,-1
1308,33,8,1,"[[0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 2, 0, 2], [0, 2, 1, 0, 1, 0, 1]]",0,-1
